principal1,principal2,principal3
0.34627016224653,-0.012847145137054903,0.02930167898676124
0.3536609555705775,-0.026765725346145436,0.02565867770840856
0.350803533757731,-0.031032189243227672,0.046866465748342544
0.3492436629835617,-0.011320105509304242,0.041462613705807526
0.3532439038368505,-5.5775210936228175e-05,0.03170915920177235
0.35149396116068665,0.004065761935106875,0.02430360058862417
0.35117440057137944,0.007030932331722842,0.019185891029837667
0.35170568997282087,0.016968631495189918,0.022398096440772293
0.3540182282271134,0.026593797846477394,0.006896018155393464
0.3532002412660716,0.03380009917504721,0.0018869546010685204
0.36824065329191247,0.031834033632723274,0.0002646527762226039
0.3710319928358285,0.03609692825447514,0.0026218402132638396
0.38240171238505616,0.02737887561167067,-0.027465418757669658
0.3986552266494681,0.027526008442252663,-0.060337628135968116
0.39490221812807513,0.07463163417918965,-0.05902128008029996
0.4069475123653089,0.08015084795283428,-0.0846064091570969
0.40997213813663125,0.0769618512251903,-0.12766335244550217
0.41006278826011794,0.09344192918585913,-0.1631849930242254
0.3866834896589102,0.11388519804284349,-0.11500706500160253
0.3546113150668873,0.1723538631520401,-0.10284192033689377
0.36089678845846335,0.12459713081694837,-0.054431556695890344
0.3476334249209869,0.1578340352895854,-0.05509930572811933
0.33713645018631694,0.12371480925626577,-0.011243140641355693
0.3327706022300661,0.0733945226409503,0.015036248788251372
0.31749025441833373,0.07084233725536195,0.038925294290193965
0.2880935354636519,0.08672957218899803,0.06726259413353813
0.2694171485098086,0.09322282447849135,0.0628902295478369
0.25072673118845157,0.101606333224558,0.04706208191236578
0.23267692486235741,0.02923249548967633,0.07179757755132714
0.22491194084931554,-0.0941739342681718,0.09866945216098631
0.21641899405722334,-0.09830889833817509,0.09055222017359518
0.17950865153736306,-0.03482211016535927,0.09163647808219169
0.14409805092374053,0.0004920542339603024,0.05992828472520479
0.15883215443066773,-0.15743476402903867,0.06787303236817575
0.14214856270077075,-0.26392812309111857,0.10260629342917256
0.11110067277154363,-0.23768488062200732,0.12259378438209866
0.09605914623357607,-0.14887674125927808,0.06795302613812369
0.055114042933712984,-0.0764367421122426,0.02644455786087166
0.02285285309397458,-0.13093976434257854,0.01833535736359991
0.03261827233948489,-0.2762587722620339,0.05596679335129528
0.027073367436669757,-0.287837206684665,0.04282804398870273
0.010213878901124105,-0.20876088347390867,-0.0018049067161475755
-0.028747079704043745,-0.12141085949207904,-0.05756509361528978
-0.05685686550216079,-0.11603405323627754,-0.0730000908504352
-0.0402161914552004,-0.2241161556705993,-0.06398019080257518
-0.010139060904766885,-0.31782581849765035,-0.04483325271851334
-0.04109345196675108,-0.25660666061717274,-0.014804811177632432
-0.10540590318250513,-0.1196363641350164,-0.05242229797322441
-0.12962693148552046,-0.07998477926117024,-0.1018111594809835
-0.15070800828080222,-0.1076440047785113,-0.08360834271194535
-0.16947112393125446,-0.1261896173135566,-0.06642065281131894
-0.18738573048671814,-0.1215075209114885,-0.06120504903841729
-0.2246968388895444,-0.08493110099278062,-0.05520164911939084
-0.2474048374667399,-0.062303141656059186,-0.043070053507439095
-0.25650474472803003,-0.06983155022342855,-0.02913962144735718
-0.26574456616991626,-0.07530546246812293,-0.007293178642828645
-0.2793620899952877,-0.08427529958915489,-0.0044249367421699305
-0.2835281110279535,-0.07215140703316655,-0.03152562864417845
-0.28580731005757565,-0.045815741061715154,-0.058900677751011606
-0.2818663710304099,-0.03505302651309785,-0.07963887142402232
-0.27337448133207626,-0.022646745816449376,-0.10348352959268624
-0.2541007634484988,-0.01847337155878035,-0.12801668846270642
-0.23632539374366363,-0.0056458436882590645,-0.13718748195215505
-0.235363626605115,0.015840259201861412,-0.11118316026442235
-0.24882603954948404,0.032796521771753476,-0.06691336096163665
-0.2650318557468597,0.047645546685799796,-0.02190064477311841
-0.2634525175374786,0.04793563292782785,-0.0013322698231458732
-0.26314111376014115,0.04952762877021275,0.015698280434307797
-0.27276129538086585,0.0871840459764116,0.01651924822424398
-0.2619844460594527,0.07768962492036528,0.02204956362410938
-0.2581014529898828,0.07252503340165213,0.02217313338379844
-0.25290548828017395,0.07701258674242482,0.019534349074711858
-0.24473016121948782,0.0914040536900598,0.007374676623981326
-0.2421673498750395,0.1030993199046365,0.00525892773945749
-0.24568347187171605,0.09925428783592716,0.018021864792555665
-0.2483708382213406,0.0853244419237355,0.03607966415711742
-0.2587400446380487,0.09941645152827544,0.041822500133823264
-0.25577655360708823,0.09120419154078675,0.051045673084370115
-0.2553681865356345,0.09367673516000198,0.050725005754907376
-0.24545489748680452,0.09146155127476777,0.03837100512868939
-0.24088369614861624,0.09240597697223339,0.02926786143015332
-0.2497403277372246,0.09295413064238982,0.04396199909650818
-0.2619061005137488,0.11059072453949105,0.055421612179574864
-0.2548277427741849,0.11287780465341543,0.04935444325202525
-0.23526503244857327,0.09457132685373065,0.03639490953329853
-0.22452726907459608,0.08297410371215501,0.027810087029534497
-0.23786194976655706,0.08793627507410617,0.0458020116501301
-0.26077806474654625,0.11581301231678072,0.06457322231623566
-0.2622046796619649,0.12244772606394075,0.057646555594580234
-0.24243372489131818,0.08642388780249868,0.04677766078666208
-0.2248960353111749,0.05798499240533725,0.032438238930023136
-0.22705557929540743,0.06100528467905764,0.02809453396571342
-0.24532189938070403,0.08971697465843002,0.04394407083208367
-0.2621889389144745,0.1097856446422919,0.054491572852965006
