Roll (degrees),Pitch (degrees)
0.0,0.0
-0.14479916504756793,-0.0012416933871406111
-0.28220836008556005,-0.0037867417390929966
-0.41293018014116223,-0.009824850897259783
-0.5367723218142141,-0.01651091632796025
-0.6543469627719212,-0.029077924694340365
-0.7656993976597748,-0.03994473380030673
-0.8712645835159234,-0.05245134244370582
-0.9715705405773268,-0.06426104161842167
-1.0663778084980728,-0.07673289289842702
-1.1567203039085658,-0.08912911801946956
-1.2422415499801476,-0.10086147117063626
-1.3230943956268673,-0.113022206349163
-1.400761329735467,-0.1282254449253717
-1.4751934413242818,-0.14508043050057107
-1.546962855525376,-0.16218566850174645
-1.61520603249366,-0.1780288281754202
-1.6805793772489745,-0.1922338839280176
-1.7432068400641179,-0.20476663258563518
-1.8026194194553429,-0.215937458454436
-1.8586213041270339,-0.22529110675026653
-1.911649596426725,-0.23434085143477065
-1.9628279676287352,-0.2419986267939918
-2.012164538348319,-0.2494843179382321
-2.059634196546678,-0.25488660528625406
-2.104636821184898,-0.25998885798546933
-2.147647299319252,-0.2639106483613902
-2.1877700541502003,-0.26683936306332445
-2.226131397105542,-0.26680402391580904
-2.2620686780366124,-0.26603674340796035
-2.2960186688691806,-0.26468575692403057
-2.32889405875914,-0.2627621725901117
-2.3605079934122712,-0.2612066127076322
-2.3902250112940995,-0.25930334123161175
-2.4182618041467148,-0.2575407508951294
-2.4448571366459495,-0.25583650578337613
-2.470559324676003,-0.2538062575705929
-2.4954333956527646,-0.2504212043338959
-2.5181040189339545,-0.2482858476347193
-2.5387099744719666,-0.2468820912339818
-2.5582542062012594,-0.24364923494063315
-2.5678610381260003,-0.29329943157141786
-2.578342568205004,-0.32800590763709647
-2.5908166203410663,-0.3463030062515948
-2.6052126628158265,-0.3523876723489213
-2.620972871154944,-0.349856811158246
-2.6371978922765344,-0.34485425219621757
-2.6527841193313506,-0.33831613952796746
-2.668123656097856,-0.331259466338379
-2.682545383505065,-0.32484387808880577
-2.6964621919831933,-0.32006405083591466
-2.7093175699028085,-0.31898680968885007
-2.7207974514519258,-0.3201777307676913
-2.7313095634426294,-0.3205805669678243
-2.7410564956284746,-0.32153081598216104
-2.750709731648923,-0.3211834919264061
-2.7601395249498553,-0.3223094072440675
-2.7690124176645217,-0.32211915441758904
-2.7777205766316557,-0.32214307492354205
-2.7857825685083237,-0.31942825692119453
-2.7931235130531498,-0.31662882576296997
-2.7999658547012705,-0.31275598659028364
-2.8066424347845373,-0.30790823983161986
-2.812634168332039,-0.3030701635027272
-2.8178058609027405,-0.30261678025509564
-2.8223897567631733,-0.30527317885352134
-2.8268515428079746,-0.3077871709390857
-2.8302546842778,-0.31255998735195106
-2.833191053740314,-0.3168069125416384
-2.836026391183885,-0.3242863314489865
-2.8393028243825387,-0.3287068199820836
-2.84281392436592,-0.33483727735410096
-2.8465142639218226,-0.3380958585805706
-2.849686851758051,-0.342462963302366
-2.853265618062293,-0.3431472644084813
-2.8561699741713267,-0.34456413477272496
-2.85893868515185,-0.3472707286099349
-2.8613922650607626,-0.3468842641525949
-2.8635699150615976,-0.3480956490744276
-2.8654463714655707,-0.34843915920065816
-2.8671026456127313,-0.34999967877179716
-2.8688954745297024,-0.3520957744701654
-2.870946714430027,-0.3527725743592691
-2.8728793843428484,-0.3517019698661696
-2.8746612601273838,-0.3485264556274467
-2.8758409908777964,-0.3495873281228051
-2.876942375909279,-0.34977145090913564
-2.877840453377558,-0.3511472649224672
-2.8787638284305013,-0.3552444124115727
-2.878953302356582,-0.36196612913918724
-2.8798431359929766,-0.36833014316413554
-2.880828829101446,-0.3743811278363561
-2.8814079704719133,-0.3816772797178131
-2.8811196648656514,-0.3914035469828699
-2.8806214356700472,-0.40140897161419314
-2.879941743074628,-0.4111478651379912
-2.879809114875329,-0.4199514241710043
