Roll (degrees),Pitch (degrees)
0.0,0.0
0.1547472348090709,-0.007226374914159645
0.30242064667498775,-0.017227372935339155
0.44286904981613207,-0.03074368011079657
0.5761196771026382,-0.0447898698286063
0.7023144913580969,-0.06018413888364001
0.8226478896626385,-0.07543340420089162
0.9367721514303085,-0.09241767396716587
1.0451456884563854,-0.10887038406620672
1.1479461298296572,-0.12323189495409677
1.245078682187108,-0.13844255656661275
1.3374194210657917,-0.15234186449216533
1.4254464960653541,-0.166100641711389
1.5092581642859122,-0.17928811901184716
1.5892170448357041,-0.19207010354180434
1.66558187794023,-0.20452670683045818
1.7381731713938486,-0.21628733072579487
1.8075404230083958,-0.22786565303652415
1.8732608749837039,-0.23944863761782356
1.9360286415808985,-0.25023050281100195
1.9955973825829838,-0.26037697703547596
2.035538607802654,-0.2937548915697058
2.0722716405269317,-0.32209263176435565
2.1129864462294723,-0.3432260948031821
2.1563796145223013,-0.35478698052752855
2.2006704081739015,-0.35989182751619947
2.243748486730627,-0.3636057022751741
2.2853692136830026,-0.3679502642231178
2.3248423055944314,-0.3728335597702935
2.3618808462264,-0.3776055535528099
2.396426934144299,-0.3821505192737667
2.4292254481204925,-0.3870425355740347
2.460627112093893,-0.39164262445462095
2.4899716886807113,-0.39712114966857276
2.5177842877778254,-0.40146876104903445
2.5442934206485655,-0.4056718171183679
2.5701675639341803,-0.4098162856466218
2.5950771915468653,-0.41451420860513843
2.6191955494846093,-0.419374662665044
2.6416020508295333,-0.4249498296606656
2.6630313722787675,-0.4294341310218931
2.6830920775778,-0.43240868702037183
2.702140030190105,-0.43579597298590533
2.7205640788341503,-0.43839182299845153
2.7379311914461044,-0.4409792623067636
2.754151361605864,-0.44296283964991195
2.769413016837102,-0.4459541029249591
2.7837278237323613,-0.44714383955434056
2.797279261387943,-0.45101049194276344
2.8102527177975203,-0.4542857377817798
2.8226543490527574,-0.45689629914478574
2.834627314651978,-0.4601342705377391
2.8456153268382742,-0.4627383040644006
2.8555774846138733,-0.4648210654289621
2.865295107571976,-0.4668641280242753
2.8741966035981337,-0.4703699709874919
2.882878312735115,-0.472088870241852
2.8914339356334438,-0.47580715847954036
2.899224740548082,-0.47705175859786414
2.906836199793049,-0.4779050586019773
2.9149382464156384,-0.47828161734583147
2.9221860062220535,-0.4793147746158246
2.92893186349405,-0.4799466589798261
2.9352013367237118,-0.4823813469921668
2.9411742188256347,-0.48490538134461675
2.9471866795982713,-0.48797383215123713
2.952553549602263,-0.49075510838210096
2.95718746222964,-0.49232821231520485
2.9615168525549436,-0.4941803127241465
2.965956301417508,-0.4935803980824823
2.9701471030835065,-0.49422847665974967
2.9739950916843316,-0.495095289935367
2.9770239580945965,-0.49619315222131977
2.979858594743159,-0.4982295194374538
2.9823817681922034,-0.5006670105784862
2.984527040947279,-0.5017691726092808
2.9861521777961175,-0.5031942358690868
2.987944798390384,-0.5043843541317443
2.9900822859543883,-0.5059667541728059
2.9924728109645553,-0.5088681536832642
2.9947560392614645,-0.5101680849800421
2.9968390476477933,-0.5120561006581562
2.998574320916168,-0.5121128845215586
3.00041188767055,-0.5110144162250675
3.002178406192842,-0.5115068317044027
3.0037162968918865,-0.5116704974022349
3.0048208956697704,-0.5139540763147994
3.0059345760987584,-0.5140305424288576
3.006804658289878,-0.5156840201823009
3.0078639548789776,-0.517471900086481
3.0088072589188135,-0.5193356017843832
3.009882819014307,-0.5212669953997471
3.010852226998289,-0.5236011811094671
3.012319210374651,-0.523595109273525
