Roll (degrees),Pitch (degrees)
0.0,0.0
-0.144601386964612,-0.0053151439899436935
-0.28154315390048174,-0.009891350612382685
-0.4114059296884153,-0.013161745836732741
-0.5348831505307017,-0.015827037057566145
-0.6520440983934574,-0.018445035158278514
-0.7632476254422789,-0.02819094991104398
-0.8683797245483215,-0.04289449742794643
-0.9681659163090284,-0.055010557799533163
-1.0630441935827093,-0.06465517824692468
-1.152973475268944,-0.07356834973125419
-1.2381077620510876,-0.08215443760007075
-1.3186806034254657,-0.09134478822389636
-1.3957586540691613,-0.10369845294719868
-1.4690120068900614,-0.11744478267736261
-1.5384578793829662,-0.13123643961174303
-1.6043832993384277,-0.145685598178799
-1.6672429190274856,-0.16101346768390126
-1.7269034292601457,-0.1773140294560787
-1.7833205017666405,-0.19302678227970818
-1.8361324556534335,-0.2071533084693934
-1.8862290154103523,-0.22220029276430647
-1.934402677167935,-0.2370429396126707
-1.9804540798948573,-0.2523743139130401
-2.0251944864858604,-0.26562970538556124
-2.069321750794562,-0.27649253273602115
-2.111035586217884,-0.2854767678545862
-2.150373573357941,-0.2940647003043393
-2.1887100275515143,-0.30065001989743645
-2.2244848949295033,-0.30739133546233566
-2.2574070940995052,-0.3152207380120298
-2.288621494139869,-0.32273829165199075
-2.318206194490119,-0.3312238368462043
-2.345641253095244,-0.3401331797065667
-2.3722193446439825,-0.34795712417454533
-2.3985713357482217,-0.35311307146568965
-2.423614050355548,-0.35784025760066135
-2.4478632426913074,-0.36221128289884097
-2.4711293780634898,-0.36637006442983894
-2.494644808998296,-0.366488945650149
-2.516794544305342,-0.36839947016838914
-2.536978184941911,-0.37288386189163614
-2.5566090728544855,-0.37563340950198465
-2.5749729001391883,-0.3785176728514269
-2.593444146040409,-0.3784757956039799
-2.6108781486536787,-0.37690497648939136
-2.6269224055748763,-0.3747277482922535
-2.641884753837924,-0.3731821362625331
-2.656848251653288,-0.3697492620139456
-2.670579799231857,-0.3678146608342152
-2.6834866727612594,-0.3661341626208675
-2.694990592501838,-0.3689292663599188
-2.705243804628896,-0.3738222462011139
-2.7155347341392293,-0.37665147961366785
-2.7257345590033637,-0.3781791021125481
-2.735404845659314,-0.3818827729528442
-2.7439623530863075,-0.38937240693898095
-2.7527161626850707,-0.39243854195661443
-2.760076739606352,-0.3984879542775041
-2.76626172900482,-0.40581620682985653
-2.77144492233141,-0.41600804724599577
-2.7758538743227263,-0.42575423143289964
-2.78121850810111,-0.4357123020451165
-2.78666343729179,-0.4455448442424876
-2.790944108358537,-0.45658448530996903
-2.7961177507086488,-0.46241240578494097
-2.8027046236890656,-0.46192717326534793
-2.81004428601486,-0.45918541462908946
-2.8168967471849884,-0.45607425214434233
-2.823758461764126,-0.45159630222569586
-2.8296998413014745,-0.4468130079233991
-2.8361671231851284,-0.43974439249027647
-2.8425112597517157,-0.4285204942188986
-2.8464390050753385,-0.42191169554108776
-2.8482560535434853,-0.4244570942168957
-2.8492420143882917,-0.43267746001261487
-2.8504272662294623,-0.4387422991090649
-2.8518053611774548,-0.4452997167351027
-2.8540769126137513,-0.4518117378004127
-2.8564574282714683,-0.4583751519993128
-2.8582595057757993,-0.4649980673122801
-2.8595103851879022,-0.4736585513777428
-2.860747726386894,-0.48299514278966527
-2.862219036001022,-0.4851095291101037
-2.8631684861077034,-0.4875136299401298
-2.863705492485892,-0.4902772483816109
-2.8643907233593193,-0.4922835873393715
-2.865221875317788,-0.4922037991246851
-2.865437225979819,-0.4941423381694466
-2.865178250957469,-0.4986397274567783
-2.8651406006550943,-0.5046882839900362
-2.8643682345248336,-0.5110509874200484
-2.8636784665680297,-0.5164875138312531
-2.863894874953264,-0.5210448383111621
-2.8647439679118456,-0.5249453608934237
-2.8659145832894213,-0.52649275560625
