Roll (degrees),Pitch (degrees)
0.0,0.0
-0.1450121954708778,-0.007605078442605131
-0.282323332832901,-0.020314285983431088
-0.4119333324657013,-0.03552217322359335
-0.5349581039701736,-0.052276983587053516
-0.6519787527350478,-0.07118046222400085
-0.7641462635063648,-0.08759345521213148
-0.8704334407265594,-0.10219283288719191
-0.9714767410661863,-0.11794411086364087
-1.067134294707263,-0.1350950957568763
-1.1586127517509341,-0.1539984203811663
-1.2459866981289576,-0.17308913208002535
-1.3305733347203772,-0.19070677022677573
-1.4120313368920758,-0.2084348204597346
-1.4897730051582516,-0.2237248438597108
-1.5616602649057274,-0.23342146333009875
-1.6292455081275563,-0.2408280116213837
-1.6940815465895156,-0.24848386967174405
-1.753443171908953,-0.25617423238515635
-1.8100107337210016,-0.26281392340476895
-1.8620711035647313,-0.2707312268216094
-1.9120143024536813,-0.2786924598942199
-1.9587921333356058,-0.2870960172805016
-2.0020498734879513,-0.2960478748009448
-2.044863043701499,-0.3024549564529034
-2.085788636757467,-0.3093805521218267
-2.1260001001585795,-0.31449044577200463
-2.1644762181360453,-0.31911454171669873
-2.201703484566914,-0.32273505074248005
-2.236835448768005,-0.325505423552839
-2.2707683254150126,-0.32620548666285637
-2.301758319450953,-0.32852263450412483
-2.3309001810120713,-0.33055638285405053
-2.360178534739014,-0.329925509728508
-2.3872145745863316,-0.330572766708772
-2.4120338378699957,-0.3342674861356876
-2.4351378420138383,-0.33955784481941337
-2.456971676164848,-0.34579427928717893
-2.476889740052538,-0.35332669262719163
-2.496120776188444,-0.3583733744315826
-2.51456715947102,-0.36244655623054367
-2.533726271734829,-0.36527451382258264
-2.553715407341125,-0.36258211730265066
-2.573039361202253,-0.35802436720888897
-2.591149919917963,-0.35358508125146454
-2.608009729588224,-0.3494622767344344
-2.622574325295612,-0.35094001258449614
-2.6357600227031046,-0.3544174346504072
-2.650188757786996,-0.35340395573940314
-2.6635135271754655,-0.3561560713344319
-2.6751642526169483,-0.3631402893259463
-2.6862204239174594,-0.3670996537760452
-2.696994971034779,-0.3695608937677305
-2.7076612239883375,-0.37040599568529975
-2.7183797555289715,-0.3716509842451239
-2.729579414434176,-0.3692659693795456
-2.7408304078213668,-0.36449720320748535
-2.75163870861115,-0.35887070127292864
-2.7620716582097247,-0.35138421058463437
-2.771705505513636,-0.3428864060627845
-2.780367551445823,-0.3351358660530887
-2.7884220722065782,-0.3276781262398285
-2.7958055419201426,-0.32233383713298625
-2.8024367440161697,-0.3225620422269807
-2.808547341532708,-0.3264645462411036
-2.8144037237380184,-0.32924502413096046
-2.819576215715043,-0.33323890152684715
-2.8247305469722663,-0.33669849085194287
-2.82996504716285,-0.336481531461113
-2.8352484984029096,-0.3365185779035351
-2.839987882363255,-0.3362544581282091
-2.844350542447175,-0.33456270103033275
-2.8488628002837517,-0.33174983293278565
-2.853278990412561,-0.3276267360645699
-2.8576827740175657,-0.32421254738027383
-2.8622035814691587,-0.3205107971567046
-2.866706615956592,-0.3165426328511726
-2.870262901591153,-0.3141992057259369
-2.8731491921257164,-0.312790901956732
-2.8756252153866595,-0.3116368793462781
-2.8778141445700576,-0.31059706392978603
-2.8800830696390816,-0.3129946298952669
-2.8818737424090735,-0.31584279483960576
-2.8832080012428905,-0.32049365493815113
-2.884166254122802,-0.3273606433892215
-2.8851121801502884,-0.333756633937209
-2.8856978504082993,-0.3407872410795844
-2.8857100134445703,-0.34791923255801127
-2.885811179756363,-0.3561641436628573
-2.886817463493195,-0.36211818500579807
-2.8879665865177837,-0.36754318121834867
-2.890321635963882,-0.36782354486976165
-2.89331737976172,-0.36640644322863664
-2.8961503169114593,-0.361525769546765
