principal1,principal2,principal3
-0.38009519967294897,-0.31971816756201626,-0.33041157394379445
-0.3499090293024058,-0.3153556976017177,-0.351174980507883
-0.31451322941779103,-0.32238218574477673,-0.3481001507042272
-0.29722013620122834,-0.3277752169276661,-0.31287820893357243
-0.21789592469946475,-0.35439673343108946,-0.30619856362920533
-0.2748785086649188,-0.31025926324569836,-0.303424765948233
-0.2834572750824336,-0.2881295080595364,-0.30338726375464714
-0.2864242458278345,-0.2644138906665249,-0.34784788270289474
-0.26811368220531195,-0.24523699444187375,-0.383834704676308
-0.28771298022733754,-0.22182278061569766,-0.3690415528096837
-0.5245191295291548,-0.07216921701198348,-0.3713642093331955
-1.0263193143020002,0.23087918150803455,-0.41401204225375626
-0.7713134800027203,0.3382296882130952,-0.370271459723485
-0.3870885041363697,0.38439908826680474,-0.33329526833446355
0.14375826582579068,0.2905343678644331,-0.3709308242578451
0.7520433101338423,-0.08481075495709975,-0.35773138525565923
0.7109365235091849,-0.2130731823295466,-0.342222091355369
0.500187123886567,-0.1988306618335219,-0.2723489250700848
0.6800154176730698,-0.3227531468150774,-0.2708230462707906
0.7127082019350715,-0.37302646936526157,-0.32702508641789635
0.6943237308414109,-0.4509773420214626,-0.22548033924472227
0.5991678551165401,-0.4865851809037315,-0.08393376408044381
0.4500438225347298,-0.4908709184827635,-0.02314819198323818
0.25195347474954843,-0.47780043099744884,-0.022212159312436263
0.04988874811198578,-0.47244283814272003,-0.06252266112536119
-0.15548858712512034,-0.4575085987481747,-0.024590299857987125
-0.27459461652538725,-0.4924413919915432,0.004234100139536209
-0.32086241723060427,-0.5287232757249568,0.016884422847720976
-0.3030847609842252,-0.5841673913143016,0.008472563896479251
-0.3800611149309933,-0.5790204138620566,0.003141941797279454
-0.494591841543628,-0.532731549543108,0.036784479987001566
-0.5970902336880604,-0.4522128366002155,0.12403249082746955
-0.7329294663582845,-0.2957659626369186,0.2629095704220205
-0.6633664308676712,-0.13665652695978697,0.18703118933952045
-0.6415658320395042,0.08861459235610485,0.17357022718073978
-0.5810087608905925,0.3227411134355172,0.18072266126119169
-0.4471809888175758,0.586315317670096,0.23329472738193008
-0.15395141129721815,0.7179109074069672,0.1307979732969277
0.1454169061902165,0.8246309307910843,-0.016901005055459755
0.37641135701241263,0.8727361429208831,-0.3474869577107752
0.8528337497656326,0.5935310611387828,-0.1430608805046709
1.2635743108659054,0.4054323242072807,-0.5596483401872111
1.0308713860935081,0.2365835670830982,-0.18467496385460963
0.8321189887211462,0.11532615207418144,0.1636445806182876
0.6077909751155499,0.04718913320503786,0.336169524586446
0.48381122201525034,-0.02082613601496171,0.35744685876404886
0.5145253926521857,-0.15435691208686142,0.33761002012907365
0.5115254437171699,-0.24122738247695952,0.39186391507881635
0.3800317331351404,-0.2668285955756674,0.5173847339229826
0.14276056301585696,-0.22013100159199014,0.6049236487382904
-0.025480296293792778,-0.18947742451138413,0.5857160039062221
-0.12927587803793505,-0.14975134760122197,0.5246958072308063
-0.22054767798054598,-0.08358803217307413,0.3596218096751962
-0.38118755010175426,0.016446998349265312,0.21828457111388264
-0.5465400526920027,0.1328239508950591,0.11401938997555011
-0.656314884142012,0.23965712949644166,0.036428281916204765
-0.7302388921627809,0.3814490870884753,-0.0433145765172648
-0.7620890958549678,0.5708446335952523,-0.09789919859179956
-0.6649969134515006,0.766103001778283,0.030518933047193005
-0.35425589166891075,0.9126616500049252,-0.0026136844102891813
0.032035597191526925,0.9201617097935709,-0.005871087487690679
0.6377992927553897,0.6175416830611269,-0.060453959305494104
0.7112245407028025,0.33700890573085096,0.11411408602383227
0.8045017298508252,0.053858729272799374,0.12785380950258576
0.4279045687327626,0.029943559657662103,0.1670398140907877
0.11085848619237505,0.07707558679176252,0.09296955078775301
0.0636448517591485,0.0698667947418743,0.058543841484292945
0.19856086141350307,0.01022626657883403,0.0930469978940066
0.22216560189111662,-0.01763404924081969,0.1062459211800297
0.11587104846091296,0.013626720426349442,0.09387583283568217
0.033937885830372154,0.02826096546644163,0.08176696118856652
0.06899531303977827,0.012497125559441859,0.09522037295364964
0.09085493706603916,-0.010685170218687751,0.10059255128090232
0.01180399888254997,0.010336007090616923,0.07114085989991563
-0.048293579037277955,0.034639976103696686,0.04196457057804735
0.03154667735094218,0.012536954384841951,0.07846852689034803
0.07663697863654907,-0.005433603182330767,0.11429360795609812
0.024906441282061913,0.013647442819757742,0.11041437243930409
-0.044175011361935246,0.04632332511816357,0.056514641898716446
-0.04264617828138548,0.05270507930859822,0.03673936231194706
-0.014180747392845932,0.04509280338781155,0.07646277387776212
-0.0018076971279068841,0.034704894418400495,0.09954768370395906
-0.007971603207787321,0.03593731528670659,0.09057513057790555
0.003009905465443503,0.028555209555070186,0.09551865975669464
0.0003222259657784447,0.02918253698252753,0.052134784861126104
-0.039882652030886756,0.04682478462723044,0.020461637508772022
-0.07392594249730655,0.057271091454875585,0.026724382298305357
-0.050398345927432836,0.04102379790587041,0.07846725507689978
0.0020434265104627646,0.017325441951137978,0.12205757753098595
0.015574277150206291,0.020714033784445373,0.10188323720475893
-0.025006209334012933,0.048147238708778385,0.04972588222759467
-0.06437940416659031,0.06552240716798395,0.020610038176261843
-0.019186585813752235,0.04438713454221656,0.060979714285437206
0.018017467545309883,0.021824094697677984,0.0902635996775262
-0.023626472112522178,0.03502214202687719,0.07662115855285247
-0.04726995404494874,0.0451664054591499,0.047092431518320654
