principal1,principal2,principal3
0.0253482260301384,0.08368557181135941,0.03791309187653665
0.031789620192634295,0.08184962948999079,0.03203039898818134
0.03315386239600478,0.07716217325037063,0.030682046493071973
0.032928059725858716,0.07726133659510916,0.022606729834803517
0.03330398835216065,0.0871290772182523,0.016013772311950752
0.03542088443496975,0.09351499738030725,0.014263439316949266
0.036161491681912114,0.0896920065494933,0.01296369889322006
0.03700256078360828,0.09017585119884516,0.005307746017422509
0.032652592733729544,0.10178627394365146,-0.0019638099051050044
0.02817568019997072,0.1218704064520233,-0.023271677930816432
0.025933529914242533,0.1316973426078737,-0.04037176815691891
0.0366774416407855,0.12041592754558997,-0.052543457225080574
0.03454829989582431,0.10976517958434347,-0.05850844268149381
0.03836509129205659,0.1100698474613269,-0.07217833846453732
0.04849838936995613,0.10427590890752717,-0.09510988267253992
0.06514313627671643,0.0402668590550937,-0.1119890674152801
0.013342952663263932,-0.07652445961319419,-0.10953086034593841
-0.03000355603357837,-0.14654552198916887,-0.0623950145871501
-0.08250422035329646,-0.2129433990949034,-0.02326079207569209
-0.12666958420871763,-0.2843252420104957,0.034185569984779084
-0.20012882788948216,-0.27720738810524137,0.08452458465835624
-0.1721896872047526,-0.2317352348472778,0.08577177331185114
-0.12581685101254758,-0.1865532873091145,0.07134043464887328
-0.09363943063341923,-0.13916267059287418,0.07151968779071097
-0.0784485867414184,-0.12006519821110317,0.08035389727175114
-0.06717163853078609,-0.1086275502603395,0.07933011849115934
-0.06502017595274426,-0.0866122541432051,0.07492814712947256
-0.050573258223779505,-0.04247060321576307,0.05594103223133206
-0.02736796084463343,0.0055509864156539634,0.03673774461070716
-0.010941095556289304,0.03208354233383622,0.039788086826763804
-0.002208076829358912,0.04726577059145073,0.04625340582438091
-0.0010256696542413695,0.06894016903619885,0.03665874718477026
-0.002314477189558306,0.10033166070734524,0.019316244259210077
0.011876680076965719,0.12149616524924707,0.01722835398252834
0.04849144948521117,0.13296448682544929,0.00048324939029425145
0.08866745665590588,0.13246589284371652,-0.0004556622697168521
0.1755657295617663,0.10244371619646182,0.006005945346470349
0.2153845839209104,0.0634852290013871,0.008966307860101549
0.23920223295374995,0.023112727288075573,0.0026519868639186877
0.29256850890858,-0.02480053873717495,0.0017922780675482888
0.3220968114426467,-0.09954766285773697,-0.001597362662341684
0.2107347860772249,-0.11288445504982006,-0.035057297944872765
0.060782699342511924,-0.056698156746964615,-0.06980655916254881
-0.07037971383830552,0.022944899788700367,-0.09364843182472786
-0.17477291632434522,0.010784965408111545,-0.059811454488650856
-0.17071768877432034,-0.03528701661087609,-0.032415692098460916
-0.25596393162082787,-0.021935160428856015,-0.004685215031745664
-0.26721089062562675,0.02902532287465741,0.003078355147349145
-0.2658859831289683,0.08874518069738195,0.008931427173111453
-0.20199427674117124,0.1181535585989978,0.009596528890719316
-0.15387103277446013,0.1278977853035364,0.004696965912388775
-0.08860657733677778,0.12027863741183346,0.009902365203355962
-0.02361930664054099,0.10861492835307945,0.020452460068887797
0.019446222486892404,0.09746766038956999,0.021766864727548935
0.03640915118774375,0.07092217202808133,0.022141260211688184
0.05712391603361412,0.04727292040594993,0.030251872966968133
0.14446996431675918,0.02447758809768478,0.05600291772783936
0.21238614924645935,0.013285828403624493,0.04153372218763419
0.2958366734128874,-0.04553368543948006,0.04457311820356746
0.32146778107584717,-0.08436804389667352,0.05013222235038286
0.31913384391749516,-0.11560997518734453,0.05383791815975823
0.2831349129133136,-0.14664474003137334,0.04453338568854797
0.11734967575989422,-0.09899725577955512,-0.018705489227581498
-0.0535163744441717,-0.03200831859868547,-0.052719457180691744
-0.1620368712351777,-0.039083813070704375,-0.04152464246497314
-0.24216746414237056,-0.05224042212228935,-0.03057647459246964
-0.30130960671326945,-0.056045959863353555,0.002732570006952044
-0.29646899905889545,0.004391136578542582,0.016324038925818626
-0.23658477004875547,0.07394022312933388,0.00018150831021264036
-0.16053024687341186,0.10804324784618072,0.010433982471045818
-0.09234929140188186,0.11283648938005471,0.021509275462033427
-0.059881116181541585,0.0974898968111573,0.030549535016995102
-0.031193289298141066,0.08051413994552299,0.034372881217553865
-0.015499180861663605,0.0818310128370762,0.030127042699118922
-0.0003688039272923852,0.0849522344403948,0.021732303696804373
0.012674270404306735,0.07023281743661608,0.023103311452475964
-0.0009735383020602991,0.06906800041066945,0.016677531459111126
0.013606696213952595,0.07590197987540764,-0.003297257845409306
0.07682938737862216,0.04533855434640223,-0.014984218611743183
0.12969826004730348,-0.029537587592112755,0.015721550092169405
0.1535732478275753,-0.04759326540968374,-0.0005589573038731043
0.23104367887401153,-0.04404519268002071,-0.03642370850165084
0.3034212676483716,-0.12746400849063155,-0.03558474285968943
0.23369703609838716,-0.19234293380466408,-0.06518749049793301
0.08012065184895516,-0.19172458790415545,-0.1091008155904974
-0.06945230443465991,-0.13406525249492907,-0.11631237446091099
-0.1375834510172606,-0.11714910318518638,-0.09654026187962622
-0.18036994351941818,-0.12617853703024892,-0.05123021434088424
-0.19215059195106926,-0.09196979490795311,-0.027324559919721814
-0.14479854603315725,-0.05186756670275138,-0.009884839990718569
-0.035912125421632454,-0.026512619893259048,-0.0173695078534467
-0.03527982269526042,-0.011762093557811605,-0.0016269358979188423
-0.03776778047666797,-0.008499358871595789,0.007097301066193748
