ax,ay,az,gx,gy,gz
-1.7137822390106001,4.528979377307731,-22.903626621387524,139.1346352042463,122.52031737110086,3.4314937847420364
-0.8590069000472886,5.449343913072683,-17.273534599156402,206.81996601427076,122.96765382854984,21.005469220860792
0.047151680650027096,4.96210987968907,-16.426920127997903,265.2173224993293,100.59720390374339,38.8263864716659
2.376021548652968,3.052164558999831,-17.962372292755195,309.854851356748,78.44709740966688,39.5475653821208
0.14991816411803488,2.0051554450787163,-15.864727012555273,382.77734351692,37.65817335812517,64.54883728370825
-3.044003691195019,-0.29288447788382216,-13.65403860054054,502.4966697047913,2.956652180247212,96.28070934372393
-1.4405442947309561,-5.100240123644598,-19.629002851115768,590.6425051189331,-22.698395908814646,101.3903193526259
2.2629784168381595,-11.420076602563936,-28.81693098188195,585.3309891954527,-16.47225828246908,83.29525739445172
2.9877843796507557,-15.424040151095403,-31.061774136931636,536.9736158908554,-15.905833605942476,45.13866659150671
2.7707657469153744,-17.522289940021608,-32.39048431730035,493.0182751310465,16.167888138785894,12.121306725051518
5.637043872583368,-17.581834049560428,-28.63406709218152,452.34360322877217,46.12794512206786,-46.36793508640197
4.5480214021856264,-18.642142355459754,-27.949460959666705,470.9379893948556,-83.35873081071138,-91.16958806300624
1.3015072876860043,-22.530342482908143,-28.713559989687656,494.0057401354288,-110.16536802334119,-70.01299166057485
2.7184757420919468,-23.084676984909102,-29.00886250247661,434.3918098387269,-14.584982039015435,-47.581788608777025
0.33822263235500205,-23.784093581217835,-25.538075650526213,418.1882556850904,-31.588603491886747,-30.121460813199363
-1.2794427191766968,-25.16841856440453,-22.441177445781488,461.0424837999759,-23.194395318729356,18.22896064104573
-1.7836029968962173,-27.20863551560762,-24.03949851807215,519.496664105305,-39.21841038066004,65.74818259665254
1.6998785383061052,-32.44489010266576,-33.4722526829827,498.67647680904975,-45.084563060504436,109.37013679391671
8.320155854187794,-37.89000245465447,-46.12643385025215,288.0910259387659,-118.88661541741737,55.51354760632837
8.794392949956338,-39.838938588188924,-45.97923597540239,44.42262600522521,-61.75086864411017,-27.319260612517308
6.039344429924304,-39.403692305265594,-39.27523420093058,-134.31700291013874,-96.85438812496591,-86.39306236228586
-0.5349902227599228,-38.49904499638399,-38.99413764320927,-257.79395534058153,-110.82156224572074,-43.65308639666772
-1.7488437451349794,-37.35501223189455,-41.094503212677466,-450.6240781568619,-111.15555331699177,69.78992794057665
-1.7440076753247202,-35.5499491752153,-34.388083403300534,-579.1982481673178,-123.77316170632115,130.21450443922322
1.1757694726192656,-30.573028831732316,-24.08997499671673,-584.6215982051604,-105.22562496652458,139.60645426510973
0.8046011146818727,-25.3875529776819,-24.991902016330066,-548.8162440930907,-51.21972212354451,119.39349598440515
0.2995340738729285,-22.46203299683823,-29.24371414263732,-591.132761695948,-99.92559470884365,114.02606300374374
-1.4166662000428014,-20.41849124764058,-27.53023415798986,-628.4802175687641,-121.85263748292195,114.43864020943147
0.08644474785838302,-17.366931197367034,-20.864920942000133,-596.9689911938415,-136.94691812383033,106.95905373913935
2.9055711928763497,-14.611278168608719,-17.20250482381822,-525.0657007461816,-180.27931264120522,95.57494540578922
5.673314396160312,-13.566989343955875,-22.712904118245426,-454.5434104837138,-205.29146569986577,27.47582837262444
3.830771798451561,-13.421604995284957,-27.753600132351206,-472.6003883921322,-237.91982420095823,-43.31607278176528
3.7682051452813323,-11.83960565860392,-24.663956032321867,-485.51753085533454,-181.98221372314273,-100.65644575891908
0.8868143014562789,-9.311247910927788,-19.81156448645305,-437.02444534168677,-105.96493913876795,-161.9442607186969
-3.33416787981057,-6.537459620381001,-22.061545965676142,-366.1349160280024,-90.75126802441882,-252.32012882409438
-6.1197440905198635,-7.280098590618927,-23.914667466094834,-337.29199117089036,45.62590062489033,-292.1010345745602
-5.825952849546618,-7.349012585415121,-25.78411070212315,-325.9432465980277,222.69648094698857,-350.2242463522497
-13.948132095876927,-5.382243444455336,-22.216904708330716,-332.12888213971235,209.45290377159375,-317.8071636509929
-15.40318460003866,-1.1071577321862134,-16.120736458135866,-308.983754282175,106.7269223882469,-217.6439970127203
-15.363589278467163,2.0746739486011925,-15.724178733694615,-268.5632782993024,-137.84884514344367,-68.74110530047669
