variable 1,variable 2,variable 3
0.0018259192976756936,0.006488622846750903,0.015381999513471283
0.004153547159721454,0.006244539591970271,0.015726292227017453
0.007537793120251367,0.006953418645127252,0.015372321648009977
0.006259892334227463,0.008198683279360314,0.01695329599551457
0.002842646384723487,0.009064131437533606,0.017467074301487875
0.007224324108525496,0.011430753190964364,0.014365490434295155
0.005402542809334059,0.008648540271794703,0.016975967745639642
0.0024913226004902524,0.007713890082079457,0.01612744101041981
0.0057923212709743875,0.0077920999369695465,0.012640641919632684
0.007862388869418828,0.007436972342992948,0.014154988811500303
0.005443984874468404,0.005996719758672523,0.017231077489624377
0.0023675215638311107,0.007014180476720713,0.018588143220419538
0.003216736808800001,0.004074008922278028,0.023541634256156914
0.003940012359935725,-0.0033244508590013627,0.03215943569441784
0.004877310777630597,-0.007891934855605187,0.03651842636452134
0.013924897842756148,-0.013548105676499375,0.0359134925432203
0.034406191055316414,-0.02894691617055862,0.04155533495225596
0.05745125174476466,-0.04502258234920101,0.048268607019159936
0.06980200768311796,-0.04467831250931569,0.04295202160620254
0.07178427871991563,-0.03353536955234256,0.03060538261381338
0.06444739656356499,-0.017202135799527705,0.013333848088732852
0.05130748805906033,-0.0026129011995788386,0.002087560848041302
0.03922076162006646,0.009806682038799225,-0.006586268502202241
0.03439511943319814,0.0168170925242717,-0.007265019369060468
0.04076059687698372,0.03150076943667118,-0.01814318041820419
0.05084033376594741,0.037897909355514625,-0.020819474885110174
0.042826381159123156,0.04138759843099326,-0.01966458427964915
0.032658245475250494,0.045205685959690385,-0.02010113218615425
0.028892367972470693,0.046542879377636265,-0.021761438288853744
0.031079454297612136,0.04602856516306641,-0.0202481210978977
0.031171881798221984,0.04537934377682144,-0.01924623203685549
0.02862207634324701,0.047861215524524124,-0.020263419582040604
0.019825872453586878,0.04934444676020484,-0.020209752405666904
0.0016073113169817604,0.040844539557022955,-0.011738503159436323
-0.005197575855851518,0.03530852747058586,-0.009358406682321919
-0.0017327633565940046,0.03784363073207249,-0.013691059526756066
0.00047362058436740446,0.04583575743573103,-0.018306326835602817
-0.010984573415722919,0.04785269379325319,-0.018913532912914352
-0.025757777525806862,0.04417371449402533,-0.016018534119817556
-0.03441355442178136,0.03743211492655628,-0.014360440321065614
-0.041929358150875465,0.033986644607597476,-0.013444595737647669
-0.04748577964933626,0.030727930283392536,-0.011611551035858102
-0.06291687315574956,0.027159363664296225,-0.009605614468212937
-0.06390381513095401,0.02108096682823118,-0.004760614888063142
-0.05640156510012801,0.015583909461683967,0.0004289990842980548
-0.04640863068544009,0.0078038428785736705,0.0014266565228793393
-0.05189407837768995,0.009218099734258054,-0.0010003880668343697
-0.06621820826912443,0.010376370476688287,-5.980618154543715e-05
-0.074893046762008,-0.001760459742575171,0.009750240327098283
-0.06842200651125113,-0.01075860416236268,0.012823178596317732
-0.05698052516204536,-0.006041077830586251,0.005223436722138664
-0.0671627027417984,0.003069679208442741,-0.007204732146549637
-0.08965602161353442,-0.007339234232153255,-0.002977169828853643
-0.09072743044864524,-0.024997776950552227,0.007277802674942415
-0.07112637378115441,-0.02665093435281636,-0.0008513746008420359
-0.04910260567599957,-0.020436898941223785,-0.014297228353345197
-0.051111178175517843,-0.018781334970533133,-0.015799934064144507
-0.06703577373556704,-0.01715474069822247,-0.012404486521033483
-0.07418527235377782,-0.014175512122007251,-0.0097399490621726
-0.06447180861156687,-0.011147670986973555,-0.013647723593653911
-0.063237844641977,-0.011007923283785857,-0.01648960746176466
-0.06474470361468405,-0.016706365918749924,-0.01591480864332595
-0.06547918047638793,-0.03288626474382337,-0.009702244750167007
-0.06373926957470566,-0.041225573275518304,-0.005388622801523259
-0.06440206385353806,-0.04249757632685282,-0.00682201987838139
-0.06214720160239024,-0.04918508261484727,-0.011340420319498036
-0.056072304725158104,-0.0626887261854029,-0.0021544278200439477
-0.04960671844258736,-0.07158307755576554,0.00641298061522181
-0.0409480483848188,-0.06431953355367032,-0.006695544805561146
-0.03035717947087571,-0.0569832336761115,-0.013765990446993972
-0.014895932217198869,-0.058477054988150846,-0.012629385477982313
-0.014449159678057835,-0.059695253732803946,-0.005732280110657184
-0.01653350644753821,-0.06399103490013185,-0.0016079414653730319
-0.009870856137499879,-0.0712702399746176,-0.00806791871827146
-0.007158882649988655,-0.058605532316018394,-0.020331087787766666
-0.004514537405293476,-0.05181193937262584,-0.02176560051482416
0.002542622064540595,-0.05828468620899541,-0.010591049966398557
0.0167036104398726,-0.06772141193867359,-0.004348020319741834
0.03700009985730024,-0.07162191932262248,-0.006030243337050582
0.04310937482733397,-0.05843195058676409,-0.016351326346791612
0.03678630953705769,-0.04491369836750663,-0.014521975001995226
0.04138252345181516,-0.047545085929292505,-0.005752097395745034
0.05803369665002489,-0.05270334355641334,-0.004333663632529955
0.07072319399101663,-0.04988067057821777,-0.008251965663547937
0.07537956507951574,-0.04103663102166482,-0.015090951024658617
0.06717816967110538,-0.030510132453893026,-0.014214356259167255
0.0629531126530561,-0.027706956249164354,-0.009722043947764608
0.06658688992607642,-0.025462051454175162,-0.010074129974864425
0.08287511091570121,-0.02433719927019052,-0.012865784284512884
0.08567556176614449,-0.021252505111494013,-0.011461711081168759
0.07449634184483428,-0.013265584230810385,-0.012056788563396046
0.06092579244272978,-0.006192027932957073,-0.011177658280006546
0.06643417529361001,-0.004802084082813845,-0.010176848907326626
0.07388459741379431,0.0036025790686515075,-0.014182106688380717
0.07452121746062187,0.013514242274456616,-0.01694441970920182
0.06629385838529774,0.017739249965821866,-0.01372142286220831
0.04357688753295675,0.027413818438134084,-0.014210598333946034
0.028431387816847273,0.0378418103925809,-0.013256939225031954
0.024561177245249647,0.04957353707041621,-0.016985941353829373
0.01024567387930491,0.06406037804589021,-0.018723057334297567
-0.002769754578018425,0.0688889080360174,-0.01658492436184318
