variable 1,variable 2,variable 3
-0.015981967335800085,-0.01978562556069283,-0.016261614811103973
-0.016151365277437504,-0.018413973586556588,-0.01755674756464375
-0.01882849417383825,-0.017404730404512483,-0.018357066431223427
-0.020671252838529722,-0.018619308857815643,-0.017569274466259974
-0.016875492412002327,-0.02077992882662881,-0.0168487300627023
-0.014107225951273583,-0.020672271485783638,-0.017496900375314033
-0.01601835254277251,-0.021678735716525,-0.01860877709904941
-0.017476224722722873,-0.022315752210218476,-0.01818737959843905
-0.017598566134149694,-0.018860536770546103,-0.017093378336574042
-0.017973968460294507,-0.019711381595235236,-0.01729316077332839
-0.0203689377769277,-0.023232643253799076,-0.017338494006352338
-0.05678646338204599,-0.022409878959058126,-0.013156423650161734
-0.08202479246817955,-0.02018867204011414,-0.006116202905617335
-0.1099589602936502,-0.016926856861675124,0.0003638655574636657
-0.142675493726329,-0.024203267934210987,0.006628139236583376
-0.1359340626024658,-0.025565667979930384,0.013108570525420284
-0.11269510973898167,-0.023159854958177677,0.012376099472813856
-0.08117935599628903,-0.036515680519750036,0.009996978285757028
-0.03600613357894769,-0.05125724659600044,0.01279623799709906
0.020671916747657882,-0.05208529766272033,0.017626516358005526
0.07574524804261815,-0.04950793035201155,0.019951102082697892
0.10537234328811443,-0.03914001799045618,0.022740825415575885
0.11758344086279866,-0.026796481191657562,0.023307126010777397
0.11593094962483341,-0.019398456840132274,0.01703289996720206
0.11381749667745204,-0.02415745685471166,0.010159513968770134
0.1098790387947488,-0.027163399515117294,-0.0002788043063089458
0.0950346293241381,-0.030372410182484808,-0.011918167122798948
0.07712323514212426,-0.03460365852321559,-0.019160407383441734
0.07509761455198866,-0.027086687388035737,-0.023388458228829442
0.07422197244776425,-0.01801167649221666,-0.023773414969469112
0.07200594845083107,-0.0072927732462712445,-0.024612578771397917
0.06220641004949744,0.003071461811194737,-0.025004098078487542
0.05324784187263221,0.009497083666054522,-0.02467297494737752
0.04349471972597632,0.01381191903676687,-0.025827712802146192
0.036874716745047664,0.018715057800414003,-0.025815482375492964
0.03872740190056046,0.0203210673358824,-0.02492877142736896
0.03218763457646021,0.024729934957282974,-0.024297073633581107
0.022545591072045287,0.033230137765557825,-0.02358304252962643
0.014287634904890276,0.033226682509173516,-0.020961270011635422
-0.011490286886535934,0.03596667346576971,-0.020098435419716953
-0.02782971302927303,0.03788930119542657,-0.018121930149236187
-0.02563832886529806,0.03144013409774558,-0.01958266689763885
-0.03279298010166034,0.01808434301864931,-0.020630685049184194
-0.05964114222800577,0.01702922526209703,-0.017443760227626347
-0.0752735798228963,0.026730063903692602,-0.009993260071096608
-0.08524465546686749,0.021934113177192724,-0.0065246218271889376
-0.1023619890290665,0.019361925748036905,-0.0006874876923854344
-0.09536729693026222,0.022539354395221107,0.007352464305703454
-0.09547901890973168,0.022416679525158707,0.009465915360039412
-0.10296876522416273,0.01719470087697026,0.013243034554459675
-0.09597621193929272,0.010715475985259168,0.01781045480876721
-0.08168894713960749,-0.00043157050125603585,0.023919421732926893
-0.06902833993756842,-0.003545471198953057,0.029505745413029985
-0.04457833313975261,0.0009095027905327596,0.03293490997948122
-0.02791909637932945,0.0005585379654475227,0.036527428714012836
0.005012365266836707,-0.0014357133456798868,0.03668598446425476
0.021949785265286192,0.011420470963623681,0.036283342695111714
0.0258913651880818,0.020153620612467213,0.038022647543473134
0.03242114654679051,0.017008305241470095,0.03606509694730262
0.04667842589629761,0.013890432470664993,0.03438703112184751
0.07183348182125365,0.014199372082612597,0.032788148987039904
0.09057651477904861,0.024125282370255886,0.02477610725178
0.08488671380459122,0.03545607293737403,0.018394553775496706
0.07429207582222871,0.045629420023885134,0.013629466130367127
0.0654934195019188,0.04585233829155802,0.009964552300236108
0.048785002529222084,0.042902145758373235,0.0063596113276160994
0.026944534789367217,0.037449845892167495,0.003753404475956473
0.020142223810949943,0.02450259103102372,0.0006958901778590228
0.00478884047378474,0.01438016668837654,-0.0029455409893927825
0.006839224144111349,0.016387574748779037,-0.002518291952728176
