variable 1,variable 2,variable 3
0.03039105077699791,-0.007735690894353769,-0.009985053943425323
0.02739968481977604,-0.006444094549473832,-0.009105085534371974
0.02872284582079685,-0.00460952525402992,-0.009390702999894288
0.031118557783519366,-0.007627658356121002,-0.010219662715725074
0.03141820804104027,-0.009078150361585512,-0.010478871984073585
0.03326704596521674,-0.0075238121194366025,-0.010171260797082374
0.03561512113656497,-0.0069693384787224,-0.00968327405211543
0.035613195396180415,-0.008289582510641748,-0.009490804045272614
0.03660157287492618,-0.008495734638693818,-0.008652734731305631
0.04113895036433557,-0.007194675973737213,-0.0069028416916994805
0.061145412497243645,-0.0009524481407187399,-0.0023591110155319808
0.1021167309502065,0.014098325229028694,0.011128456684835761
0.09977529839989287,0.017536392790146925,0.021289071380765596
0.0933529806338401,0.010932347084731084,0.021479887987851536
0.1116680950975256,0.002995057227035307,0.01957187849469427
0.1244566578221889,-0.004889470797709568,0.019426289519203527
0.10700763493580956,-0.016566476575894083,0.022046628658699545
0.07379559695020042,-0.018113151783970244,0.026671403147540074
0.03979769102995595,-0.017883197639583796,0.027150339716243168
0.008552074008185093,-0.036038995245859844,0.019901918492648427
-0.015313495570226631,-0.05135233959132905,0.015387143161309371
-0.045397153611233726,-0.058233419222549036,0.01168562985998605
-0.06938371635507165,-0.05823534113373254,0.00693821401046237
-0.07885408314254296,-0.055042074917883765,0.0004902434062098745
-0.07633542675589192,-0.061420912060015,-0.007929490127623045
-0.08091603271647951,-0.07943673343128205,-0.020335684000042764
-0.0921384945972797,-0.09005309398125161,-0.029798788629661684
-0.10679671730363303,-0.08992136218179221,-0.03464432216631081
-0.10593878970853322,-0.07755882146924792,-0.03492851157133375
-0.10878058860009387,-0.06413955686149214,-0.03293610765898645
-0.12420679952523427,-0.04986364859613077,-0.030884411832357708
-0.12453877414634729,-0.029748744582443132,-0.02774935511729817
-0.09739505813046793,-0.003505773850038029,-0.024611090447303054
-0.06207605497162818,0.015974671537132838,-0.02003608540063496
-0.04272349502195702,0.019136948963913793,-0.017466370272528658
-0.03405760781253108,0.021738486997094773,-0.017940146497659216
-0.020192037465309735,0.03227363549489029,-0.01570793734820968
-0.012679602082895513,0.043970675279607706,-0.010046030447000033
0.006082441835589248,0.04532785284825732,-0.00685628900376966
0.02490951529802877,0.04293850125544563,-0.006046373027651478
0.032155894509958025,0.049794523682150614,-0.0020797092784191587
0.020886754756427695,0.04240368113171541,-0.0009023610251261338
0.015772782332872704,0.02816347109087561,-0.003307004695361523
0.031202030491526624,0.030430378967335706,0.0004828405588590165
0.036199676702911354,0.044026799690211636,0.010536567627721748
0.018666302779891203,0.04689980030157189,0.014691975522846585
0.01763177146997261,0.034303768353359625,0.011869759645065502
0.04367016360769123,0.03691005258962496,0.01433740321571355
0.062811002466845,0.048353944813612486,0.02370572775947297
0.06356080195161372,0.05015440359329644,0.030936709903148337
0.06289998552764488,0.04895514984347896,0.034911305419739205
0.06647154346333267,0.05411031361195287,0.04022236754295255
0.07133062836249819,0.05529781018927821,0.0443890489317
0.06915583475720857,0.04438204716452252,0.044171985275494485
0.054705701460882605,0.03386759274798245,0.043386793623495463
0.04062356158815566,0.02787056669731733,0.04310055100264641
0.040679749697923484,0.02678687022264854,0.043887305188865335
0.03524763216942877,0.022072137943703315,0.043523914784588856
0.01883469529080912,0.010528087459866777,0.04034742581129869
0.009511665224068275,0.0047847821219011944,0.03844166882038552
0.007196007630688671,0.007389482487893535,0.038882662688770026
0.005237351630837581,0.006785684506365612,0.038581950222829606
0.00819114332194618,0.0019029994747915451,0.03958350703165356
-3.581669809397012e-05,-0.006762249321526687,0.04041970606679538
-0.015483832529997575,-0.009961033831557655,0.040492219936682824
-0.02592174461265681,6.449527965732208e-05,0.041466460869084065
-0.023173365342179172,0.007296678391058766,0.04386442380780221
-0.031208904986389976,-0.002342870756182158,0.041406892737949036
-0.04350671717272999,-0.011848728217311928,0.03689959147561778
-0.06932363479566474,-0.010222480430688715,0.03433050974338114
-0.08988099332827464,0.0018441469635422242,0.03191975628602919
-0.09556658156193766,0.00444623262830652,0.026893899170813133
-0.08711035822433566,0.002473706488151339,0.018674722521024787
-0.07450484494473977,0.004597227531504925,0.013833847371133025
-0.06345395611634945,0.009624398913109351,0.012439384290530759
-0.06217057176757674,0.014964732766344937,0.0126608743389192
-0.054060311989500696,0.015937389673946315,0.011385505741027658
-0.03957440753666915,0.016545169593834008,0.009565511037353919
-0.02697748929469935,0.013714166254207457,0.008598847346108034
-0.025212336650468764,0.014557703561262672,0.008405065953383677
-0.025062693405798874,0.010833192130644936,0.007663767170133717
-0.02249249691142101,0.012677338679088275,0.008861222489565213
-0.027247203153298715,0.01643359763929543,0.010255641773061902
-0.0229405403989572,0.02213249873671386,0.01385280030153758
-0.018586003794074102,0.019264600816069243,0.01273171275743854
-0.016008905183019888,0.015820506129644633,0.01039116894611686
-0.01606176175732955,0.009621096813364002,0.007415783513207919
-0.020611469872332828,0.010117768742755419,0.006104693823944643
-0.01744237405841828,0.016572287021719874,0.007439901311089435
-0.014660829881077002,0.019190268542280977,0.00837228593786249
-0.01373816870733564,0.019454075075814137,0.007271205002985745
-0.020332967455450567,0.019766143182268436,0.006542103126392589
-0.03530689055891985,0.02686158802410153,0.007185748440599124
-0.03312779044228336,0.03546630981378674,0.0075628220099262415
-0.027937323168317315,0.02794074771921406,0.004061427743252053
-0.03524212203163512,0.012898965554647574,-0.0056448725709003
-0.03172492140566501,0.008638472914326916,-0.01181595487738192
-0.019013788465340933,0.0068819330848539926,-0.014004823904637427
-0.014985400305140435,0.005050657406909375,-0.015435060527070507
-0.016668379703802205,0.0034963028078927798,-0.01635462416960589
-0.01381184283043661,-0.003326811029961392,-0.018997933983550437
-0.008377961008130081,-0.006939598402785688,-0.019925321514548865
-0.007082084236562134,-0.004832845265484591,-0.018831343327725042
-0.006235933786122006,5.8550418942545016e-05,-0.017299452853345883
-0.0018385208047205872,-0.001238139938171927,-0.01741914159343505
0.0027655034503304586,-0.0059121059466046445,-0.018324064882431813
-0.0009596154790358367,-0.007831542269777015,-0.018466977082411143
-0.00047054379275086357,-0.008046633605620083,-0.018566461250192748
0.008404440513654372,-0.008281853131328867,-0.019059874141816837
0.00532560138654496,-0.01524944307954954,-0.022799128337329437
0.009427083473158205,-0.022708893979699926,-0.02654372955733634
