variable 1,variable 2,variable 3
-0.013754798669754327,0.011752238195914009,0.007358820961837058
-0.01052829543776446,0.010263453245831677,0.007187581225758871
-0.01611950399240965,0.008528417499618447,0.007963676160836554
-0.018410046517971203,0.006638286028883355,0.007897904066683305
-0.014759703901333751,0.006668162669122745,0.005957984566811347
-0.010816512298244768,0.005667546174324689,0.004698927445060929
-0.013396633448611965,0.005991563048992282,0.006052739350428955
-0.018125330697418767,0.008052318691788735,0.007011094070341148
-0.015030995748713081,0.010093926644775418,0.005671677163506148
-0.00909530775337126,0.010436205676619119,0.004809417350101586
-0.011069955118626832,0.009998641660367262,0.006133713943835278
-0.01631521045179854,0.008990586601561533,0.008240514612428898
-0.01814832252943911,0.009968868430315869,0.008445611785912265
-0.022798199138219916,0.0067457702144704335,0.011708809650919924
-0.027150300869542645,0.00036503674799498096,0.01745890532400852
-0.031297834220875856,-0.007963572133102545,0.026177479829678642
-0.03479334917944389,-0.012995385166200253,0.03257886529571289
-0.04277724361132008,-0.024290639045523133,0.038162066643538196
-0.037142369221637626,-0.036934686263212446,0.03784199052538208
-0.026414063693611958,-0.04883407434457237,0.03481504592058916
-0.013952656681686616,-0.048598534993358,0.027752330328821705
-0.005606872839167585,-0.04170880130946481,0.021725256105989302
-0.0030408863471657562,-0.04145586535145128,0.020949061328813558
0.002438059717634763,-0.04443817644490065,0.018855686976504495
0.019937635479542536,-0.04098747623814626,0.014729613016252268
0.026171799931719912,-0.028432568362566465,0.00849469585601591
0.023238351748487082,-0.012683309936853578,0.0025365034248700305
0.02509447651175443,-0.002546350424311107,-0.001486689586541161
0.03368038494507114,-0.0008729415171553506,-0.0009515496129158217
0.04329504401200597,0.0006227936134152582,-0.0015976716393069055
0.04792992614720021,0.00782284254686116,-0.002587017461697807
0.040567471232796325,0.01099420123854695,-0.0014838461302168092
0.041909536440341455,0.015597018039494656,-0.0014015858786921758
0.04525423204743414,0.024125140919924314,-0.0025519813910995174
0.047097570945933774,0.023808770423520247,-0.00095787788123275
0.048339854054315075,0.022580399010266924,-0.001127673307834771
0.046561876085197906,0.025179650612964524,-0.001540144488649175
0.033856309134956505,0.03820283426042555,-0.002130247385066793
0.021957687095158683,0.04992294552227853,-0.003966864503427703
0.030221957977730106,0.04826582251801981,-0.005178568477218388
0.03382259909637366,0.05326494861203281,-0.006159901518743641
0.003461913328866275,0.07055410631083256,-0.005242581838778699
-0.021769071813898595,0.08016478723027694,-0.0033790928655726207
-0.013126458089623781,0.07380940307396568,7.734576116810389e-05
0.0004824828318162211,0.07009386364014454,0.0019845501133126512
0.000752259873357153,0.07664260044275459,0.0003061822648520658
-0.00822606168995207,0.08762855493101637,-0.003902876105345986
-0.019057190455204424,0.08102991350713223,0.0002106932230811021
-0.02257267263027962,0.06443929118635938,0.007877227349810166
-0.021117269785686753,0.056796819735360125,0.009496757034340112
-0.01662515606700983,0.06820708901928715,-0.00084416035106414
-0.027680043921572528,0.08127913635420364,-0.0056495051871127055
-0.05655270202209773,0.07605313982742996,-0.00233270190842146
-0.07335006844924373,0.058744459927933534,0.005023143358134556
-0.05315368572257875,0.03906417812459949,0.008254329305064258
-0.046605308039764065,0.048569428413324706,0.002873885972030657
-0.06179143101500153,0.055405278949165145,-0.004279578810727375
-0.07948298794402987,0.0508536917861446,-0.0034615651708138385
-0.08476106525631887,0.035719077297442434,0.0019111531444444354
-0.06878287724193112,0.018245710305521745,0.003663299687972004
-0.06293385916245546,0.024213087940130197,0.0001982124510642528
-0.06304001804626584,0.03287281485188721,-0.0060716299835389545
