variable 1,variable 2,variable 3
0.034091383619042286,-0.006398518738542567,-0.037260108265273116
0.03409744435290146,-0.007417527088737228,-0.035423170516021105
0.03403476784896157,-0.010286236226631851,-0.03593440722539232
0.03542058495518538,-0.009350807920218739,-0.036153627768990844
0.03638912294786784,-0.008090976002861839,-0.03583042856776011
0.03387617009678928,-0.014071986840890926,-0.036430245326939455
0.032330118634048055,-0.01459810606212209,-0.036423341920301854
0.03330366064209996,-0.010459863134041951,-0.03599710793715882
0.03406046975744149,-0.00986074000634686,-0.03569523022747014
0.03388418657301708,-0.011954326405643211,-0.03387450988893458
0.030195234866436643,-0.013051647240733514,-0.03638383109599268
0.03674789245468837,-0.0002801114979202577,-0.03628584838561589
0.05095334602438881,0.006477281004509627,-0.025420913831575746
0.07507536981648728,0.02761180980717304,-0.00947843705337074
0.09116235744493176,0.04396109516932397,-0.00047180639194141543
0.11274974680066555,0.040349102219033074,0.018758347701872055
0.11993247651645128,0.012832599095663689,0.03220822100793718
0.09519779353142299,-0.03728560449205752,0.030343295503209133
0.04833517519643118,-0.07038025031581577,0.01935236383483941
0.012030411707296304,-0.07730674433974406,0.028834186067050502
-0.01176895887658242,-0.08341237520175813,0.028302164042198277
-0.03879817278930602,-0.10252223726554963,0.018542493728544288
-0.05955717457807966,-0.0997738092645033,0.012293749725989364
-0.06864933094558864,-0.07971581702254595,0.013741274790796006
-0.07339736935182042,-0.0705237010205417,0.014803015516489874
-0.06978167000819871,-0.05204619818809614,0.017248172339924484
-0.06801716819948049,-0.046231635676665196,0.018315090989267178
-0.06909424374757893,-0.03724258383428063,0.02187820414954554
-0.07365341146731733,-0.026910921942208024,0.022737731403916068
-0.09731502196914796,-0.017084855732766774,0.007103738376861051
-0.12107405702728637,-0.016237531743779402,0.0008865017108368344
-0.12530761156174433,-0.017883888550640267,-0.0033986913914011417
-0.11096580703095123,-0.007758594152172143,0.00018654079202552477
-0.09976322902416954,0.013551308058302167,-0.007285686394498143
-0.09032169685605197,0.029050139548092505,-0.004602853391585153
-0.09168871173048636,0.05087419286013214,-0.002387183556794973
-0.09566904533348995,0.08639453401023586,-0.008318547824885196
-0.08933004134605058,0.09928481464842502,-0.016691432495306448
-0.07084823000302588,0.09030871504322337,-0.014299726291519824
-0.046810366750137423,0.08129612075906176,-0.005144358697728978
-0.029413287758723556,0.08592745585189364,0.004747461678631685
-0.03227540472638751,0.08872277625664132,0.0022850441546818077
-0.027808176070112982,0.08242329940344109,0.0018628107903770823
-0.007105746765567598,0.08084730605974161,0.010013361811786161
0.012520207151253649,0.07944441021678615,0.016411670220703455
0.018142665819511166,0.07206595848801998,0.013189400604102834
0.013116624725664322,0.06927379628040689,0.007448653361500299
0.025855985708349693,0.06028284105199262,0.022740799127399024
0.04792758857067186,0.05683007979973669,0.024562644961463077
0.06580009432550231,0.04343076562307333,0.028575252037602535
0.06249962311015465,0.042887761208275345,0.02986622304649029
0.06356640404441312,0.03813354478477733,0.039870506414847226
0.0605819191763732,0.010950520514826846,0.03300064067902287
0.0620778574427626,-0.006170888075130785,0.018925051996671712
0.05166621316249477,-0.02343945948767426,0.010832325428562701
0.042179448738035925,-0.036687929620013444,0.007797137713446178
0.03532886513320143,-0.05401972920460375,0.005563485395593564
0.030951288087852157,-0.06983842126229504,0.0010247865699929703
0.025190484829207247,-0.07391150723231674,-0.007798441616286815
0.022655508617090685,-0.08240497957313994,-0.01568614430580243
0.014485441488204014,-0.08860171739980134,-0.03157626730563179
