variable 1,variable 2,variable 3
-0.0051195532611429196,0.018231422892162313,0.018342603044389276
-0.005879894202089795,0.0200456899165179,0.018769519689955768
-0.005255255860391519,0.019465304236440894,0.0190030064772267
-0.005563737853695604,0.019421112016821774,0.018383750581849222
-0.006499232837849765,0.016807579217906418,0.01859141327278145
-0.004425052054881423,0.017107966045432067,0.018326151784752432
-0.002317949339820692,0.01768567654114682,0.018704360151239354
-0.0034578257966121208,0.018922860985376166,0.02020959710510739
-0.005241754238448272,0.017993649534528013,0.02161140240544113
-0.0054052226335571845,0.018385618749870904,0.021505101114028546
-0.005280600817973655,0.019257460455800693,0.01998729259332391
-0.007152036833295752,0.020292949932163195,0.018562584395299477
-0.006154483495461148,0.02009283334124545,0.01629839487470247
0.0037683916574929137,0.025449187563448893,0.009336590173563728
0.015345848830618824,0.034566433202477403,-0.0014849279974613419
0.02538769385068457,0.038379061810904815,-0.012463211769116155
0.044462074175373234,0.050803174550394854,-0.029291644165471423
0.06124416057403932,0.06284009929605532,-0.03780759842716028
0.07523144518436765,0.061562247035185,-0.030535431426196618
0.0792684872643858,0.03255764591158235,-0.013549861788928145
0.04383466540324592,0.022048962589350872,-0.0021092264062947882
0.009605762478037318,0.01297034899000967,0.012197756073839855
0.011919780996194536,-0.0011862651549721483,0.02483832066550084
-0.012779963844311409,0.0005490456645897343,0.028318051767718858
-0.05826577095369958,-0.0005125021385542414,0.020690604480283644
-0.09311744492907399,-0.018345448103115735,0.008872082759819074
-0.10796042895090878,-0.03143625064025516,-0.00017256279563243284
-0.13384721930892582,-0.014817778040290814,-0.011816372853538109
-0.135256735460404,-0.0012080280745306307,-0.021848302615891727
-0.09868285952939647,-0.013528596427165206,-0.0186164662130102
-0.07706189189558461,-0.017208905337803764,-0.016472571490024044
-0.06411646039603248,-0.0074347050455235006,-0.02602358685466905
-0.032631980457607464,-0.014812846861843264,-0.026883027784874496
-0.008753161537392192,-0.021269827855927407,-0.02760289340256126
-0.0030116849719746402,-0.02091873370144034,-0.02410321136406151
-0.009226815008562986,-0.00829493306646766,-0.020774131766517507
-0.0046559529640331455,-0.0016084399797748525,-0.020651972543565766
0.0285649053967403,-0.01416474470670261,-0.01653595207645215
0.044059884302016114,-0.027998171101674192,-0.008747816237638676
0.0709095466733809,-0.032726666658792924,-0.008689153494782139
0.07822601508707536,-0.04229112579875292,-0.004914350327973765
0.07618024346470871,-0.055454930362660214,0.0017782068793181494
0.07026193410514239,-0.060996667169451596,0.005192165736454612
0.0668600558777955,-0.06387376260959426,0.006651224267835319
0.054427919111381264,-0.060031959230061424,0.007218510801451953
0.047562155000452695,-0.05531504241406014,0.0077055827059432655
