principal1,principal2,principal3
-0.01389182594034895,-0.0031935133161515653,-0.05871854547151618
-0.0132771923136025,-0.0023537108548221126,-0.05783529527948403
-0.008890003287736483,-0.0006908322288127741,-0.06133768719551468
-0.00837064613788506,-0.0008403556917684162,-0.06182407441920488
-0.01006712773523644,-0.0016924191752082424,-0.05972926107919747
-0.012440613687189506,-0.0016189515717071345,-0.0567042360827504
-0.009820654321197341,-0.0007938951776647812,-0.05680968444747878
-0.010646738498191165,-0.00020429028146848593,-0.05216655564054683
-0.011687250550877236,0.0010008978393635506,-0.04909346754630533
-0.011941885416421221,0.004650958535742294,-0.047694710538644734
-0.01226043999582331,0.010017994695398175,-0.046792272544765
-0.026782011277966658,0.0169532549362457,-0.036464594175539766
-0.05393147619111745,0.03321102089433568,-0.01838149912143574
-0.04323068627287286,0.05060367913919077,-0.0005533807668050354
0.03592131174931767,0.061997406956301175,0.006504568721759004
0.18392876600201646,0.04849658583445462,-0.02224279149087889
0.28399527784234574,0.008840083563410334,-0.04257779171530686
0.32931364990557627,-0.045124810509499964,-0.019441907567412632
0.2891683658971911,-0.10420924855487403,0.03619038818657534
0.1020792906786906,-0.12388186411423348,0.08962046638030241
-0.06679400669002503,-0.11696243397458274,0.0967812005888533
-0.17114499832525948,-0.0883844830508775,0.07700194671053534
-0.23049649051768437,-0.04409635302244114,0.050662552370586096
-0.2149531164090097,-0.0066061861729689916,0.009889228344439987
-0.1831942675420897,0.02270449106995214,-0.03126124480384311
-0.19685825617058003,0.040957560774295534,-0.034666001651239
-0.21453427236556727,0.06287161254202035,-0.005388268338044593
-0.16825108213707132,0.08973148436056003,0.03591833111464924
-0.0599912674303575,0.10725274870568169,0.05073486839348645
0.08161431648199893,0.10462991900666888,0.034736865436381936
0.24653629099535526,0.08350511824528997,-0.027087197724049737
0.25980653291940764,0.03700185755742583,-0.037062542613198905
0.26642716765678115,0.003238645477624771,-0.04851034242365398
0.2448539892834783,-0.028797347951267233,-0.0613756245609104
0.1931694611237862,-0.06039304367229149,-0.05406863019129268
0.11808075037249556,-0.09003510885230367,-0.019650455385196254
0.028419579575744633,-0.11056445929562185,0.029044910813376575
-0.0551778221457005,-0.11511614633404005,0.05423080263687804
-0.138164152828249,-0.10316923012629654,0.05550586955998445
-0.19123761754867194,-0.0728458728912225,0.026258511847766116
-0.19489163680081126,-0.03848422608356509,-0.01777155379796127
-0.1701933591881788,-0.018928095364788795,-0.05011110667062293
-0.16626868698445035,-0.009662391602912745,-0.06371546798406616
-0.1802633031542948,-0.0007870206157886015,-0.05859735340722841
-0.17835174171189844,0.006391459353480392,-0.04623930691510302
-0.1934552470747957,0.008644894258831564,-0.011349389915153656
-0.21679092059591437,0.030665620433586168,0.011553321662168721
-0.165065841585461,0.05259574785347422,0.0123042410546229
-0.16161251513083835,0.06564087652128368,0.027403793733339656
-0.10735587178246003,0.10260641398613736,0.05748800301486799
-0.02291385318330665,0.11984404247396126,0.13483492338108627
0.23931155608864688,0.12112775144562804,0.12825805525302872
0.4082679871368385,0.057022719338878404,0.03269990024963264
0.24231053086189655,0.009882395366551763,0.04408494918900816
0.13074126219534166,-0.015700261242680362,0.051889257228401355
0.08522329621815493,-0.012853804409432908,0.03736247092515566
0.08215353299494689,-0.012468568747933154,0.016226619546996446
0.05530671724187022,-0.019079535154123282,0.011984454010043518
0.014623201674148404,-0.02238689893180355,0.01605355677183079
-0.004457991872915403,-0.02056230257011644,0.01880645350584529
-0.009498247646935373,-0.018643922005687055,0.017605453732877314
-0.008906353064096404,-0.01720372582739804,0.01662097309632412
-0.005076473352752413,-0.01663244965228655,0.015339918553894112
0.0018851099698123828,-0.017119482137130503,0.011625385449664223
